27431.831165516953	589
27408.790893462963	599
27385.78899703449	601
27362.825381070055	603
27339.899950722644	592
27317.01261145829	597
27294.163269054963	607
27271.351829601095	605
27248.57819949443	601
27225.84228544069	598
27203.143994452344	612
27180.483233847328	599
27157.859911247775	595
27135.27393457882	611
27112.725212067333	601
27090.213652240636	608
27067.739163925355	609
27045.301656246145	604
27022.901038624495	606
27000.53722077749	612
26978.210112716668	603
26955.91962474673	618
26933.66566746442	606
26911.448151757315	610
26889.26698880263	612
26867.12209006605	615
26845.01336730058	621
26822.940732545358	607
26800.904098124494	609
26778.903376645925	622
26756.938481000274	622
26735.00932435969	607
26713.115820176743	614
26691.257882183247	606
26669.43542438918	613
26647.648361081523	634
26625.896606823186	613
26604.180076451878	622
26582.498685078976	630
26560.852348088494	622
26539.240981135918	627
26517.66450014716	625
26496.12282131747	644
26474.615861110353	638
26453.143536256488	632
26431.705763752685	635
26410.30246086077	633
26388.933545106607	631
26367.59893427899	645
26346.298546428596	643
26325.032299866976	651
26303.80011316548	653
26282.60190515426	646
26261.437594921215	644
26240.307101810988	660
26219.210345423915	659
26198.147245615088	651
26177.117722493236	662
26156.121696419832	681
26135.159088008015	662
26114.229818121654	681
26093.333807874285	686
26072.470978628236	686
26051.64125199352	690
26030.84454982698	685
26010.080794231235	679
25989.349907553737	684
25968.65181238584	700
25947.986431561807	691
25927.353688157855	699
25906.753505491244	726
25886.185807119324	697
25865.65051683853	707
25845.147558683544	714
25824.676856926333	713
25804.238336075185	733
25783.831920873814	732
25763.45753630047	727
25743.11510756697	727
25722.804560117842	736
25702.52581962939	745
25682.27881200882	743
25662.063463393293	751
25641.8797001491	762
25621.72744887072	735
25601.606636379973	754
25581.517189725117	750
25561.459036179975	773
25541.43210324309	769
25521.436318636817	775
25501.471610306515	759
25481.53790641961	780
25461.6351353648	781
25441.76322575121	775
25421.922106407488	783
25402.111706381027	784
25382.33195493707	816
25362.582781557903	809
25342.86411594204	800
25323.175888003345	786
25303.518027870236	820
25283.890465884906	813
25264.29313260241	839
25244.725958789968	829
25225.188875426033	794
25205.68181369959	851
25186.204705009295	824
25166.75748096272	831
25147.340073375464	829
25127.95241427053	833
25108.594435877356	838
25089.266070631144	856
25069.967251172056	840
25050.697910344425	846
25031.457981195985	861
25012.24739697711	845
24993.06609114004	857
24973.913997338106	842
24954.791049425017	851
24935.69718145405	870
24916.632327677307	858
24897.596422545033	858
24878.589400704757	873
24859.611197000642	866
24840.661746472713	852
24821.740984356104	877
24802.848846080382	888
24783.985267268752	882
24765.15018373737	861
24746.34353149459	891
24727.565246740305	868
24708.815265865156	895
24690.093525449884	897
24671.399962264568	886
24652.734513267977	894
24634.097115606783	914
24615.48770661495	903
24596.906223812988	934
24578.352604907253	923
24559.826787789312	907
24541.32871053519	922
24522.8583114047	922
24504.415528840775	909
24486.00030146883	912
24467.612568095992	903
24449.252267710508	944
24430.919339481043	939
24412.613722756014	946
24394.33535706294	930
24376.084182107756	915
24357.860137774194	945
24339.663164123074	924
24321.49320139171	933
24303.350189993227	948
24285.23407051593	962
24267.144783722633	898
24249.08227055007	977
24231.046472108206	957
24213.037329679613	940
24195.05478471885	943
24177.098778851865	927
24159.169253875316	939
24141.266151755946	949
24123.389414629997	949
